Line#,Date,"Water Content (RXW-GP4A 21474793:22221785-3), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-4), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-9), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-10), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-5), *C, Soap","Water Content (RXW-GP4A 21474793:22221785-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-8), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-6), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-3), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-10), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-9), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-5), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-8), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-6), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-9), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-8), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-5), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-10), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22094718-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-2), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-6), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-7), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap"
186,02/09/25 20:20:00,0.181,0.151,6.6,7.3,3.6,0.002,0.007,5.9,4.3,5.3,0.304,0.053,7.6,7.6,8.0,0.098,7.0,5.6,9.1,8.4,6.9,0.089,8.3,9.4,0.378,0.107,0.117,6.3,6.3,0.234,0.430,7.8,0.515,7.8,5.6,0.374,7.5,0.445,6.8,5.1,7.5,0.535,7.3,0.336,7.3,3.8,7.6,5.0,0.310,0.439,6.2,6.7
187,02/09/25 20:25:00,0.182,0.151,6.6,7.3,3.6,0.002,0.007,6.0,4.3,5.3,0.304,0.053,7.8,7.6,8.1,0.098,7.0,5.8,9.1,8.3,6.9,0.089,8.5,9.4,0.378,0.107,0.117,6.3,6.3,0.234,0.430,7.8,0.515,7.8,5.6,0.374,7.5,0.444,6.8,5.2,7.5,0.535,7.1,0.336,7.3,3.8,7.6,5.0,0.310,0.439,6.2,6.7
188,02/09/25 20:30:00,0.182,0.151,6.8,7.3,3.6,0.002,0.007,6.0,4.3,5.3,0.304,0.053,7.8,7.6,8.3,0.098,7.0,5.8,9.1,8.4,6.9,0.089,8.6,9.4,0.378,0.106,0.117,6.4,6.3,0.234,0.430,7.8,0.515,7.8,5.6,0.374,7.5,0.445,6.8,5.2,7.5,0.535,7.3,0.336,7.3,3.8,7.8,5.0,0.310,0.440,6.1,6.7
189,02/09/25 20:35:00,0.182,0.152,6.8,7.3,3.6,0.002,0.007,6.0,4.3,5.1,0.304,0.053,7.8,7.6,8.4,0.098,6.9,5.9,9.1,8.3,6.9,0.089,8.8,9.4,0.378,0.107,0.118,6.4,6.3,0.234,0.430,7.8,0.515,7.8,5.6,0.374,7.5,0.447,6.8,5.2,7.5,0.535,7.1,0.336,7.3,3.8,7.6,5.0,0.310,0.440,6.2,6.7
190,02/09/25 20:40:00,0.181,0.152,6.8,7.3,3.8,0.002,0.007,6.0,4.3,5.3,0.304,0.053,7.6,7.6,8.6,0.098,7.0,5.9,9.1,8.3,6.9,0.089,9.0,9.4,0.378,0.107,0.117,6.5,6.3,0.234,0.430,8.0,0.515,7.8,5.6,0.374,7.5,0.445,6.8,5.3,7.5,0.535,7.3,0.337,7.3,3.8,7.6,5.0,0.310,0.440,6.1,6.6
191,02/09/25 20:45:00,0.182,0.152,6.6,7.3,3.8,0.002,0.007,6.0,4.3,5.1,0.304,0.053,7.8,7.6,8.6,0.098,7.0,6.0,9.1,8.3,6.9,0.089,9.1,9.4,0.378,0.107,0.117,6.6,6.3,0.234,0.430,7.8,0.515,7.8,5.6,0.374,7.5,0.445,6.8,5.3,7.5,0.535,7.3,0.337,7.3,4.0,7.6,5.0,0.310,0.439,6.2,6.7
192,02/09/25 20:50:00,0.182,0.152,6.6,7.3,3.8,0.002,0.007,6.0,4.3,5.1,0.304,0.053,7.8,7.6,8.9,0.098,7.0,6.0,9.1,8.3,6.9,0.089,9.4,9.4,0.378,0.107,0.118,6.6,6.3,0.234,0.430,8.0,0.515,7.8,5.6,0.374,7.5,0.445,6.8,5.5,7.5,0.535,7.1,0.337,7.3,4.0,7.6,5.0,0.310,0.439,6.1,6.6
193,02/09/25 20:55:00,0.182,0.152,6.8,7.3,3.9,0.002,0.007,6.0,4.3,5.1,0.304,0.053,7.6,7.6,8.9,0.098,7.0,6.1,9.1,8.3,6.9,0.089,9.4,9.4,0.378,0.107,0.117,6.6,6.3,0.233,0.430,0.0,0.000,0.0,5.6,0.374,7.5,0.000,6.8,5.5,0.0,0.535,7.3,0.337,7.3,4.0,7.6,5.0,0.310,0.439,6.2,6.6
194,02/09/25 21:00:00,0.181,0.152,6.6,7.3,3.9,0.002,0.007,6.0,4.3,5.1,0.304,0.053,7.8,7.6,9.0,0.098,6.9,6.3,9.1,8.3,6.9,0.089,9.6,9.4,0.378,0.106,0.118,6.8,6.3,0.233,0.430,0.0,0.000,0.0,5.7,0.374,7.5,0.000,6.8,5.5,0.0,0.535,7.3,0.336,7.3,4.0,7.8,5.0,0.310,0.439,6.2,6.7
195,02/09/25 21:05:00,0.181,0.152,6.6,7.3,3.9,0.002,0.007,6.0,4.3,5.3,0.304,0.053,7.6,7.6,9.1,0.098,6.9,6.3,9.1,8.3,6.9,0.089,9.8,9.4,0.378,0.107,0.117,6.9,6.3,0.234,0.430,7.8,0.515,7.8,5.6,0.374,7.5,0.445,6.8,5.6,7.5,0.535,7.3,0.336,7.3,4.0,7.8,5.0,0.310,0.439,6.1,6.6
196,02/09/25 21:10:00,0.181,0.152,6.6,7.3,4.0,0.002,0.007,5.9,4.3,5.1,0.304,0.053,7.6,7.6,9.3,0.098,6.9,6.3,9.1,8.3,6.9,0.089,9.9,9.4,0.378,0.107,0.118,6.9,6.3,0.234,0.430,7.8,0.515,7.8,5.7,0.374,7.5,0.445,6.8,5.6,7.5,0.535,7.3,0.337,7.3,4.0,7.6,5.0,0.310,0.440,6.1,6.6
197,02/09/25 21:15:00,0.181,0.152,6.6,7.3,4.0,0.002,0.007,5.9,4.3,5.1,0.304,0.053,7.8,7.6,9.5,0.099,6.9,6.4,9.1,8.3,6.9,0.089,10.1,9.4,0.378,0.107,0.117,7.0,6.3,0.233,0.430,0.0,0.000,0.0,5.6,0.375,7.5,0.000,6.8,5.7,0.0,0.535,7.3,0.337,7.3,4.0,7.6,5.0,0.310,0.439,6.2,6.7
198,02/09/25 21:20:00,0.181,0.152,6.8,7.3,4.0,0.002,0.007,6.0,4.3,5.1,0.304,0.053,7.8,7.6,9.5,0.098,6.9,6.5,9.1,8.3,6.9,0.089,10.1,9.4,0.378,0.107,0.117,7.0,6.3,0.233,0.430,7.8,0.515,7.8,5.7,0.375,7.5,0.445,6.8,5.7,7.5,0.535,7.3,0.337,7.3,4.1,7.8,5.0,0.310,0.439,6.1,6.7
199,02/09/25 21:25:00,0.182,0.151,6.6,7.3,4.1,0.002,0.007,6.0,4.4,5.3,0.304,0.053,7.8,7.6,9.8,0.099,6.9,6.6,9.1,8.3,6.9,0.089,10.4,9.4,0.378,0.107,0.117,7.1,6.4,0.233,0.430,7.8,0.515,7.8,5.7,0.375,7.5,0.445,6.7,5.7,7.5,0.535,7.1,0.337,7.3,4.1,7.8,5.0,0.310,0.439,6.2,6.7
200,02/09/25 21:30:00,0.181,0.152,6.6,7.3,4.1,0.002,0.006,5.9,4.4,5.1,0.304,0.053,7.8,7.6,9.8,0.098,6.9,6.6,9.1,8.3,6.9,0.089,10.5,9.4,0.378,0.107,0.117,7.1,6.3,0.233,0.430,7.8,0.515,7.8,5.7,0.375,7.5,0.445,6.8,5.8,7.5,0.535,7.1,0.337,7.3,4.1,7.8,5.0,0.310,0.439,6.2,6.6
201,02/09/25 21:35:00,0.181,0.151,6.8,7.3,4.3,0.002,0.007,6.0,4.3,5.1,0.304,0.053,7.6,7.6,10.0,0.099,6.9,6.8,9.1,8.3,6.9,0.089,10.6,9.4,0.378,0.107,0.118,7.3,6.4,0.233,0.430,7.8,0.515,7.8,5.7,0.375,7.5,0.445,6.7,5.8,7.5,0.535,7.1,0.337,7.3,4.1,7.8,5.0,0.309,0.439,6.1,6.7
202,02/09/25 21:40:00,0.181,0.151,6.8,7.3,4.3,0.002,0.007,6.0,4.4,5.1,0.304,0.053,7.8,7.6,10.0,0.099,6.9,6.8,9.1,8.3,6.9,0.089,10.8,9.4,0.378,0.107,0.118,7.4,6.4,0.233,0.430,7.8,0.515,7.8,5.7,0.375,7.5,0.444,6.8,6.0,7.5,0.535,7.1,0.337,7.3,4.1,7.6,5.0,0.310,0.440,6.1,6.6
203,02/09/25 21:45:00,0.182,0.152,6.6,7.3,4.3,0.002,0.007,5.9,4.4,5.1,0.304,0.053,7.6,7.6,10.1,0.099,6.9,6.9,9.1,8.3,7.0,0.089,10.9,9.4,0.378,0.107,0.118,7.4,6.4,0.233,0.430,7.8,0.515,7.8,5.7,0.375,7.5,0.445,6.8,6.0,7.5,0.535,7.3,0.337,7.3,4.1,7.6,5.0,0.309,0.439,6.1,6.6
204,02/09/25 21:50:00,0.182,0.152,6.8,7.3,4.4,0.002,0.007,5.9,4.4,5.1,0.304,0.053,7.8,7.6,10.3,0.099,6.9,7.0,9.1,8.3,6.9,0.089,11.0,9.4,0.378,0.107,0.117,7.5,6.4,0.233,0.430,7.8,0.515,7.8,5.7,0.375,7.5,0.445,6.8,6.1,7.5,0.535,7.1,0.337,7.3,4.1,7.8,5.0,0.310,0.439,6.1,6.6
205,02/09/25 21:55:00,0.182,0.152,6.8,7.3,4.4,0.002,0.007,5.9,4.4,5.1,0.304,0.053,7.6,7.6,10.4,0.099,6.9,7.0,9.1,8.3,7.0,0.089,11.1,9.4,0.378,0.107,0.118,7.6,6.4,0.233,0.430,7.8,0.515,7.8,5.7,0.375,7.5,0.445,6.8,6.1,7.5,0.535,7.3,0.337,7.3,4.2,7.8,5.0,0.309,0.439,6.1,6.6
206,02/09/25 22:00:00,0.182,0.151,6.8,7.3,4.5,0.002,0.007,6.0,4.5,5.1,0.304,0.053,7.6,7.6,10.5,0.099,6.9,7.0,9.1,8.3,7.0,0.089,11.3,9.4,0.378,0.107,0.118,7.6,6.4,0.233,0.430,7.8,0.515,7.8,5.7,0.375,7.5,0.447,6.8,6.1,7.5,0.535,7.1,0.337,7.3,4.2,7.6,5.0,0.309,0.439,6.1,6.6
207,02/09/25 22:05:00,0.182,0.152,6.6,7.3,4.5,0.002,0.007,5.9,4.4,5.1,0.304,0.053,7.6,7.6,10.6,0.099,6.9,7.1,9.1,8.3,7.0,0.089,11.4,9.4,0.378,0.107,0.118,7.8,6.5,0.233,0.430,7.8,0.515,7.8,5.7,0.375,7.5,0.445,6.8,6.2,7.5,0.535,7.1,0.337,7.3,4.2,7.6,5.0,0.309,0.439,6.1,6.6
208,02/09/25 22:10:00,0.182,0.152,6.6,7.3,4.5,0.002,0.006,5.9,4.5,5.1,0.304,0.053,7.8,7.6,10.6,0.099,6.9,7.3,9.1,8.3,7.0,0.089,11.5,9.4,0.378,0.107,0.118,7.8,6.5,0.233,0.430,8.0,0.515,7.8,5.8,0.375,7.5,0.444,6.7,6.2,7.5,0.535,7.1,0.337,7.3,4.2,7.6,5.0,0.309,0.439,6.1,6.6
209,02/09/25 22:15:00,0.181,0.151,6.6,7.3,4.5,0.002,0.006,5.9,4.5,5.1,0.304,0.053,7.8,7.6,10.8,0.099,6.9,7.3,9.1,8.3,7.0,0.089,11.5,9.4,0.378,0.107,0.118,7.9,6.5,0.233,0.430,7.8,0.515,7.8,5.8,0.375,7.5,0.445,6.7,6.3,7.5,0.535,7.1,0.337,7.3,4.3,7.6,5.0,0.310,0.439,6.1,6.6
210,02/09/25 22:20:00,0.182,0.152,6.6,7.3,4.6,0.002,0.007,5.9,4.5,5.1,0.304,0.053,7.6,7.6,10.9,0.099,6.9,7.4,9.1,8.3,7.1,0.089,11.8,9.4,0.378,0.107,0.118,7.9,6.5,0.233,0.430,7.8,0.515,7.8,5.8,0.375,7.5,0.444,6.8,6.3,7.5,0.535,7.1,0.337,7.3,4.3,7.8,5.0,0.309,0.439,6.1,6.6
211,02/09/25 22:25:00,0.181,0.152,6.6,7.3,4.6,0.002,0.006,5.9,4.5,5.1,0.304,0.053,7.6,7.6,10.9,0.099,6.9,7.5,9.1,8.3,7.1,0.089,11.8,9.4,0.378,0.107,0.118,8.0,6.5,0.233,0.430,7.8,0.515,7.8,5.8,0.375,7.5,0.445,6.8,6.5,7.5,0.535,7.3,0.337,7.3,4.3,7.6,5.0,0.309,0.439,6.1,6.6
212,02/09/25 22:30:00,0.182,0.152,6.6,7.3,4.6,0.002,0.006,5.9,4.5,5.1,0.304,0.053,7.8,7.6,11.0,0.099,6.9,7.5,9.1,8.3,7.1,0.089,11.9,9.4,0.378,0.107,0.118,8.1,6.6,0.233,0.430,7.8,0.515,8.0,5.8,0.375,7.5,0.445,6.8,6.5,7.5,0.535,7.1,0.337,7.3,4.3,7.6,5.0,0.309,0.439,6.1,6.6
213,02/09/25 22:35:00,0.181,0.151,6.8,7.3,4.6,0.002,0.007,5.9,4.5,5.1,0.304,0.053,7.6,7.6,11.1,0.099,6.9,7.6,9.1,8.3,7.1,0.089,11.9,9.4,0.378,0.107,0.118,8.1,6.6,0.233,0.430,8.0,0.515,7.8,5.8,0.375,7.5,0.445,6.8,6.6,7.5,0.535,7.1,0.337,7.3,4.3,7.6,5.0,0.309,0.439,6.1,6.6
214,02/09/25 22:40:00,0.181,0.151,6.6,7.3,4.6,0.002,0.007,5.9,4.5,5.1,0.304,0.053,7.8,7.6,11.1,0.099,6.9,7.6,9.1,8.3,7.1,0.089,12.0,9.4,0.378,0.107,0.118,8.3,6.6,0.233,0.430,8.0,0.515,8.0,5.8,0.375,7.5,0.445,6.8,6.6,7.5,0.535,7.1,0.337,7.3,4.5,7.6,5.1,0.309,0.439,6.1,6.6
215,02/09/25 22:45:00,0.181,0.151,6.8,7.3,4.6,0.002,0.006,5.9,4.6,5.1,0.304,0.053,7.6,7.6,11.1,0.099,6.9,7.8,9.1,8.3,7.1,0.089,12.1,9.4,0.378,0.107,0.118,8.3,6.6,0.233,0.430,8.0,0.515,7.8,6.0,0.375,7.5,0.445,6.7,6.6,7.5,0.535,7.1,0.337,7.1,4.5,7.6,5.0,0.309,0.439,6.1,6.6
216,02/09/25 22:50:00,0.181,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.5,5.1,0.304,0.053,7.8,7.6,11.3,0.099,6.9,7.8,9.1,8.3,7.3,0.089,12.1,9.4,0.378,0.107,0.118,8.4,6.6,0.233,0.430,7.8,0.515,7.8,6.0,0.375,7.5,0.444,6.7,6.7,7.5,0.535,7.1,0.337,7.3,4.5,7.6,5.0,0.309,0.440,6.1,6.6
217,02/09/25 22:55:00,0.181,0.151,6.8,7.3,4.8,0.002,0.006,5.9,4.6,5.1,0.304,0.053,7.6,7.6,11.3,0.099,6.9,7.9,9.1,8.3,7.1,0.089,12.3,9.4,0.378,0.107,0.118,8.5,6.6,0.233,0.430,7.8,0.515,7.8,6.0,0.376,7.5,0.445,6.8,6.7,7.5,0.535,7.1,0.337,7.3,4.6,7.6,5.0,0.309,0.439,6.1,6.6
218,02/09/25 23:00:00,0.181,0.152,6.6,7.3,4.8,0.002,0.006,5.9,4.6,5.1,0.304,0.053,7.6,7.6,11.4,0.099,6.9,8.0,9.1,8.3,7.3,0.089,12.3,9.4,0.378,0.107,0.118,8.5,6.6,0.233,0.430,7.8,0.515,7.8,6.0,0.375,7.5,0.445,6.7,6.8,7.5,0.535,7.1,0.337,7.3,4.6,7.8,5.1,0.309,0.439,6.1,6.6
219,02/09/25 23:05:00,0.181,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.6,5.1,0.304,0.053,7.8,7.6,11.4,0.099,6.9,8.0,9.0,8.3,7.3,0.089,12.4,9.4,0.378,0.107,0.118,8.6,6.8,0.233,0.430,7.8,0.515,7.8,6.0,0.376,7.5,0.445,6.8,6.8,7.5,0.534,7.1,0.337,7.3,4.6,7.6,5.1,0.309,0.439,6.1,6.6
220,02/09/25 23:10:00,0.182,0.152,6.6,7.3,4.8,0.002,0.006,5.9,4.6,5.1,0.304,0.053,7.8,7.6,11.4,0.099,6.9,8.0,9.1,8.3,7.3,0.089,12.4,9.4,0.378,0.107,0.118,8.6,6.8,0.233,0.430,7.8,0.515,7.8,6.1,0.376,7.5,0.445,6.7,7.0,7.5,0.534,7.1,0.337,7.3,4.7,7.6,5.0,0.309,0.439,6.1,6.6
221,02/09/25 23:15:00,0.182,0.152,6.8,7.3,4.8,0.002,0.006,5.9,4.6,5.1,0.304,0.053,7.6,7.6,11.4,0.100,6.9,8.1,9.1,8.3,7.3,0.089,12.5,9.4,0.378,0.107,0.118,8.8,6.8,0.233,0.430,7.8,0.515,7.8,6.1,0.376,7.5,0.445,6.8,7.0,7.5,0.534,7.1,0.337,7.3,4.7,7.6,5.1,0.309,0.439,6.1,6.6
222,02/09/25 23:20:00,0.181,0.151,6.8,7.3,4.8,0.002,0.006,5.9,4.8,5.1,0.304,0.053,7.6,7.6,11.5,0.100,6.9,8.1,9.0,8.3,7.3,0.089,12.4,9.4,0.378,0.107,0.118,8.8,6.8,0.233,0.430,8.0,0.515,7.8,6.1,0.376,7.3,0.445,6.7,7.0,7.5,0.534,7.1,0.337,7.3,4.7,7.6,5.1,0.309,0.439,6.1,6.6
223,02/09/25 23:25:00,0.182,0.152,6.6,7.3,4.8,0.002,0.006,5.9,4.6,5.1,0.304,0.053,7.6,7.6,11.5,0.100,6.9,8.3,9.1,8.3,7.3,0.089,12.5,9.4,0.378,0.107,0.118,8.9,6.9,0.233,0.430,7.8,0.515,7.8,6.1,0.376,7.3,0.445,6.8,7.1,7.5,0.534,7.1,0.337,7.3,4.7,7.6,5.1,0.309,0.440,6.1,6.6
224,02/09/25 23:30:00,0.181,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.6,5.1,0.304,0.053,7.6,7.6,11.5,0.100,6.9,8.3,9.1,8.3,7.4,0.089,12.5,9.4,0.378,0.107,0.118,8.9,6.9,0.233,0.430,7.8,0.515,7.8,6.1,0.376,7.5,0.445,6.7,7.1,7.5,0.534,7.1,0.338,7.3,4.8,7.8,5.1,0.309,0.440,6.1,6.6
225,02/09/25 23:35:00,0.181,0.151,6.8,7.3,4.8,0.002,0.006,5.9,4.8,5.1,0.304,0.053,7.8,7.6,11.5,0.100,6.9,8.4,9.1,8.3,7.4,0.089,12.5,9.4,0.378,0.107,0.118,9.0,6.9,0.233,0.430,7.8,0.515,7.8,6.2,0.376,7.3,0.445,6.8,7.1,7.5,0.534,7.1,0.338,7.3,4.8,7.6,5.1,0.309,0.439,6.1,6.6
226,02/09/25 23:40:00,0.181,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.8,5.1,0.304,0.053,7.8,7.6,11.5,0.100,6.9,8.4,9.1,8.3,7.4,0.089,12.6,9.4,0.378,0.107,0.118,9.0,6.9,0.233,0.430,7.8,0.515,7.8,6.2,0.376,7.5,0.445,6.7,7.2,7.5,0.000,0.0,0.338,0.0,4.8,0.0,5.1,0.309,0.000,6.1,6.6
227,02/09/25 23:45:00,0.181,0.152,6.6,7.3,4.8,0.002,0.006,5.9,4.8,5.1,0.304,0.053,7.8,7.6,11.5,0.100,6.9,8.5,9.1,8.3,7.4,0.089,12.6,9.4,0.378,0.107,0.118,9.1,6.9,0.233,0.430,7.8,0.515,7.8,6.1,0.376,7.3,0.445,6.7,7.2,7.5,0.534,7.1,0.338,7.3,5.0,7.6,5.1,0.309,0.439,6.0,6.6
228,02/09/25 23:50:00,0.182,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.8,5.1,0.304,0.053,7.6,7.5,11.6,0.100,6.9,8.5,9.1,8.3,7.4,0.089,12.6,9.4,0.378,0.107,0.118,9.1,6.9,0.233,0.430,7.8,0.515,7.8,6.2,0.376,7.3,0.445,6.7,7.2,7.5,0.534,7.1,0.338,7.3,5.0,7.6,5.1,0.309,0.439,6.1,6.6
229,02/09/25 23:55:00,0.181,0.151,6.8,7.3,4.8,0.002,0.006,5.9,4.8,5.1,0.304,0.053,7.6,7.6,11.5,0.100,6.9,8.5,9.1,8.3,7.5,0.089,12.6,9.4,0.378,0.108,0.118,9.3,7.0,0.232,0.430,7.8,0.515,7.8,6.2,0.377,7.3,0.445,6.8,7.2,7.5,0.534,7.1,0.338,7.3,5.0,7.6,5.1,0.309,0.439,6.0,6.6
230,02/10/25 00:00:00,0.181,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.8,5.1,0.304,0.053,7.8,7.5,11.5,0.100,6.9,8.6,9.1,8.3,7.5,0.089,12.5,9.4,0.378,0.107,0.118,9.3,7.0,0.233,0.430,7.8,0.515,7.8,6.2,0.376,7.5,0.445,6.8,7.2,7.5,0.534,7.1,0.338,7.3,5.0,7.8,5.1,0.309,0.439,6.1,6.6
231,02/10/25 00:05:00,0.181,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.8,5.1,0.304,0.053,7.6,7.6,11.5,0.100,6.9,8.6,9.1,8.3,7.5,0.089,12.5,9.4,0.378,0.107,0.118,9.3,7.0,0.233,0.430,7.8,0.515,7.8,6.3,0.377,7.3,0.445,6.7,7.3,7.5,0.000,0.0,0.338,0.0,5.1,0.0,5.1,0.309,0.000,6.1,6.6
232,02/10/25 00:10:00,0.182,0.151,6.6,7.3,4.8,0.002,0.007,5.9,4.8,5.1,0.304,0.053,7.6,7.6,11.5,0.100,7.0,8.6,9.1,8.3,7.6,0.089,12.5,9.4,0.378,0.107,0.118,9.4,7.0,0.233,0.430,8.0,0.515,7.8,6.3,0.377,7.5,0.445,6.8,7.3,7.5,0.534,7.1,0.338,7.3,5.1,7.6,5.1,0.309,0.439,6.1,6.6
233,02/10/25 00:15:00,0.181,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.8,5.1,0.304,0.053,7.6,7.6,11.5,0.100,6.9,8.8,9.1,8.3,7.6,0.089,12.5,9.4,0.378,0.107,0.118,9.4,7.1,0.233,0.430,8.0,0.515,7.8,6.3,0.377,7.3,0.445,6.8,7.3,7.5,0.534,7.1,0.338,7.3,5.2,7.6,5.2,0.309,0.439,6.0,6.6
234,02/10/25 00:20:00,0.181,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.8,5.1,0.304,0.053,7.8,7.6,11.4,0.100,6.9,8.8,9.0,8.3,7.6,0.089,12.5,9.4,0.378,0.108,0.118,9.4,7.1,0.233,0.431,8.0,0.515,7.8,6.3,0.377,7.5,0.445,6.8,7.3,7.5,0.000,0.0,0.338,0.0,5.2,0.0,5.2,0.309,0.000,6.1,6.6
235,02/10/25 00:25:00,0.181,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.8,5.1,0.304,0.053,7.6,7.6,11.4,0.100,7.0,8.8,9.1,8.3,7.6,0.089,12.4,9.4,0.377,0.108,0.118,9.5,7.1,0.232,0.430,7.8,0.515,7.8,6.3,0.377,7.3,0.445,6.8,7.3,7.5,0.532,7.1,0.338,7.3,5.3,7.6,5.2,0.309,0.439,6.1,6.6
236,02/10/25 00:30:00,0.181,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.9,5.1,0.303,0.053,7.6,7.6,11.3,0.100,6.9,8.9,9.1,8.3,7.6,0.089,12.3,9.4,0.377,0.107,0.118,9.5,7.1,0.232,0.431,7.8,0.515,7.8,6.5,0.377,7.3,0.445,6.8,7.3,7.5,0.532,7.1,0.338,7.3,5.3,7.8,5.2,0.309,0.439,6.0,6.6
237,02/10/25 00:35:00,0.181,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.9,5.1,0.304,0.053,7.8,7.5,11.3,0.100,7.0,8.9,9.1,8.3,7.8,0.089,12.3,9.4,0.378,0.108,0.118,9.6,7.1,0.232,0.431,7.8,0.515,7.8,6.3,0.377,7.3,0.445,6.8,7.5,7.5,0.000,0.0,0.338,0.0,5.3,0.0,5.2,0.309,0.000,6.0,6.6
238,02/10/25 00:40:00,0.181,0.151,6.6,7.3,4.8,0.002,0.006,5.9,4.9,5.1,0.303,0.053,7.8,7.6,11.1,0.100,6.9,8.9,9.1,8.3,7.8,0.089,12.1,9.4,0.377,0.108,0.118,9.6,7.1,0.232,0.430,7.8,0.515,7.8,6.5,0.377,7.5,0.445,6.7,7.3,7.5,0.532,7.1,0.338,7.3,5.3,7.6,5.2,0.309,0.439,6.1,6.6
239,02/10/25 00:45:00,0.181,0.151,6.6,7.3,4.6,0.002,0.007,5.9,4.9,5.1,0.303,0.053,7.8,7.5,11.1,0.100,7.0,9.0,9.1,8.3,7.8,0.089,12.1,9.4,0.377,0.108,0.118,9.6,7.3,0.232,0.430,7.8,0.515,7.8,6.5,0.377,7.3,0.445,6.8,7.5,7.5,0.532,7.1,0.338,7.3,5.5,7.8,5.2,0.309,0.439,6.1,6.6
240,02/10/25 00:50:00,0.181,0.151,6.6,7.3,4.6,0.002,0.007,5.9,4.9,5.1,0.303,0.053,7.6,7.6,10.9,0.100,7.0,9.0,9.1,8.3,7.8,0.089,12.0,9.4,0.377,0.108,0.118,9.6,7.3,0.232,0.431,7.8,0.515,7.8,6.5,0.377,7.3,0.445,6.8,7.5,7.5,0.532,7.1,0.339,7.3,5.5,7.6,5.2,0.309,0.439,6.0,6.6
